likesCount,ownerUsername,postUrl,text,timestamp,cleaned_comment,cleaned_comment_with_text_emojis,translated_comments
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,@168apple.snow110 ひと晩でこうなったよ😵もうやめてほしいわ💦黄色いの🚜午後からは働いてくれたから安心なんやけどねー😮‍💨ゆっくりお風呂に浸かるわ🛀,2023-12-23T12:23:34.000Z,apple snow ひと晩でこうなったよ もうやめてほしいわ 黄色いの 午後からは働いてくれたから安心なんやけどねー ゆっくりお風呂に浸かるわ,apple snow ひと晩でこうなったよ face crossed eye もうやめてほしいわ sweat droplet 黄色いの tractor 午後からは働いてくれたから安心なんやけどねー face exhaling ゆっくりお風呂に浸かるわ person taking bath,"apple snow It's been like this all night, and I wish it would stop, yellow. It's a relief, though, because it worked this afternoon - I'm going to have a nice, long soak in the bath."
1.0,yoko__taniguchi__,https://www.instagram.com/p/C1MUaDnr-2h/,"@spank0920 わが家も欲しい〜😍
雪降るといつも町内でハマるから💦💦💦",2023-12-23T12:48:06.000Z,spank わが家も欲しい 雪降るといつも町内でハマるから,spank わが家も欲しい smiling face heart eye 雪降るといつも町内でハマるから sweat droplet sweat droplet sweat droplet,"spank I want one for my family, too, because we always get into it in town when it snows."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,@yoko__taniguchi__ なんかヤ○○クで一生懸命さがしてたよ〜😅スイスイ走れるんならそちらに行くんやけど。。,2023-12-23T13:22:33.000Z,yoko taniguchi なんかヤ クで一生懸命さがしてたよ スイスイ走れるんならそちらに行くんやけど,yoko taniguchi なんかヤ クで一生懸命さがしてたよ grinning face sweat スイスイ走れるんならそちらに行くんやけど,yoko taniguchi I've been looking hard for something on the Yak.
1.0,yoko__taniguchi__,https://www.instagram.com/p/C1MUaDnr-2h/,"@spank0920 へえ✨○フオ○に売ってるんやね🙌
雪飛ばすヤツでもいいんだけど
年々雪かきがキツくなってきて💦
来て欲しい〜",2023-12-23T13:25:40.000Z,spank へえ フオ に売ってるんやね 雪飛ばすヤツでもいいんだけど 年々雪かきがキツくなってきて 来て欲しい,spank へえ sparkle フオ に売ってるんやね raising hand 雪飛ばすヤツでもいいんだけど 年々雪かきがキツくなってきて sweat droplet 来て欲しい,"I don't care if you sell snow blowers, but it's getting harder and harder to shovel snow every year, so I want you to come."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,@yoko__taniguchi__ 先に飛ばすヤツ使ってたよ。これも中古だからかもやけど、水分の多い雪やとすぐに詰まってしまって😢田んぼに囲まれた我が家にはこっちの方がいいみたい。,2023-12-23T13:30:32.000Z,yoko taniguchi 先に飛ばすヤツ使ってたよ これも中古だからかもやけど 水分の多い雪やとすぐに詰まってしまって 田んぼに囲まれた我が家にはこっちの方がいいみたい,yoko taniguchi 先に飛ばすヤツ使ってたよ これも中古だからかもやけど 水分の多い雪やとすぐに詰まってしまって cry face 田んぼに囲まれた我が家にはこっちの方がいいみたい,"yoko taniguchi I used to use the one that flew ahead of me. Maybe it's because it's used, but it clogs up quickly when there's too much moisture in the snow, so this is better for our house surrounded by rice paddies."
0.0,yoko__taniguchi__,https://www.instagram.com/p/C1MUaDnr-2h/,@spank0920 なるほど😮参考になります✨✨✨ みんなが家の前だけでも除雪してくれたら助かるのになあ💦,2023-12-23T13:39:49.000Z,spank なるほど 参考になります みんなが家の前だけでも除雪してくれたら助かるのになあ,spank なるほど face open mouth 参考になります sparkle sparkle sparkle みんなが家の前だけでも除雪してくれたら助かるのになあ sweat droplet,"spank I see, that's helpful, it would be great if people would just plough the snow in front of their houses."
1.0,t500m500,https://www.instagram.com/p/C1MUaDnr-2h/,"❄️☃️降りましたね〜
雪かき嫌いじゃないけど出来ればやりたくないですよね😅
チャチャチャさんの横の本格的だ♡",2023-12-23T15:17:26.000Z,降りましたね 雪かき嫌いじゃないけど出来ればやりたくないですよね チャチャチャさんの横の本格的だ,snowflake snowman 降りましたね 雪かき嫌いじゃないけど出来ればやりたくないですよね grinning face sweat チャチャチャさんの横の本格的だ,"It's snowed. I don't hate shoveling snow, but I wouldn't want to do it if I could. It's authentic next to Mr Cha Cha Cha's."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,"@t500m500 ちょっとなら良いよね😊綺麗にした後の達成感✨
でも、ここまでのは勘弁してほしい😥
黄色くん🚜もう大丈夫だといいけど💧",2023-12-23T22:15:13.000Z,tm ちょっとなら良いよね 綺麗にした後の達成感 でも ここまでのは勘弁してほしい 黄色くん もう大丈夫だといいけど,tm ちょっとなら良いよね smiling face smiling eye 綺麗にした後の達成感 sparkle でも ここまでのは勘弁してほしい sad relieved face 黄色くん tractor もう大丈夫だといいけど droplet,"tm A little bit is good, a sense of achievement after a clean sweep, but not this much, Mr Yellow, I hope you're all right now."
1.0,nozomi_fiat500_orange,https://www.instagram.com/p/C1MUaDnr-2h/,す！凄い！！❄😳積もりましたねぇ☃️お疲れ様です☕️fiatちゃんも雪化粧🌨️🚘🇮🇹,2023-12-26T07:04:57.000Z,す 凄い 積もりましたねぇ お疲れ様です fiatちゃんも雪化粧,す 凄い snowflake flushed face 積もりましたねぇ snowman お疲れ様です hot beverage fiatちゃんも雪化粧 cloud snow oncoming automobile italy,"It's a great snowfall, isn't it?"
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,"@nozomi_fiat500 積もりました💦☃️ありがとうございます。
今年は暖冬だと聞いてたのに😵
fiatちゃんの雪化粧は可愛いんですけどね😍",2023-12-26T09:06:34.000Z,nozomi fiat 積もりました ありがとうございます 今年は暖冬だと聞いてたのに fiatちゃんの雪化粧は可愛いんですけどね,nozomi fiat 積もりました sweat droplet snowman ありがとうございます 今年は暖冬だと聞いてたのに face crossed eye fiatちゃんの雪化粧は可愛いんですけどね smiling face heart eye,"NOZOMI FIAT It's piled up, thank you. I heard it was a mild winter this year. Fiat's got a lovely snow cover, though."
1.0,ikuchon2,https://www.instagram.com/p/C2MtfPJrHv_/,素敵なポスターですね🎵💙🤍💕,2024-01-17T11:22:58.000Z,素敵なポスターですね,素敵なポスターですね musical note blue heart white heart two heart,Lovely poster.
2.0,topolina_rossa,https://www.instagram.com/p/C2MtfPJrHv_/,"やっぱりシマシマかわいい〜😭❤️
シマシマに出会いますよーに🙏🦓",2024-01-17T11:29:44.000Z,やっぱりシマシマかわいい シマシマに出会いますよーに,やっぱりシマシマかわいい loudly cry face red heart シマシマに出会いますよーに folded hand zebra,It's still cute striped! I hope you meet a striped one!
2.0,imaimaquen,https://www.instagram.com/p/C2MtfPJrHv_/,🇺🇾☀️そこまで好きなら開けちゃいますかね🪚屋根（できることはお手伝いします）,2024-01-17T11:55:54.000Z,そこまで好きなら開けちゃいますかね 屋根 できることはお手伝いします,uruguay sun そこまで好きなら開けちゃいますかね carpentry saw 屋根 できることはお手伝いします,"If you like it that much, I guess I'll open it. The roof. I'll help you if I can."
1.0,misalunlun,https://www.instagram.com/p/C2MtfPJrHv_/,シマシマ🇭🇳、ホイールの白、めっちゃよく出来たデザインだと思います💙,2024-01-17T12:03:24.000Z,シマシマ ホイールの白 めっちゃよく出来たデザインだと思います,シマシマ honduras ホイールの白 めっちゃよく出来たデザインだと思います blue heart,Stripers White of the wheel I think it's a very well-designed wheel.
1.0,5o_olllllllo_ve,https://www.instagram.com/p/C2MtfPJrHv_/,本国で発売された時のこと、よく覚えています🏖細部までこだわっていて品があってオシャレで本当に素敵な子ですよね🥰今年こそお会いできますように🫶🏻,2024-01-17T12:48:08.000Z,本国で発売された時のこと よく覚えています 細部までこだわっていて品があってオシャレで本当に素敵な子ですよね 今年こそお会いできますように,本国で発売された時のこと よく覚えています beach umbrella 細部までこだわっていて品があってオシャレで本当に素敵な子ですよね smiling face heart 今年こそお会いできますように heart hand light skin tone,"I remember her well when she was launched in her home country, she's a really nice girl, with a lot of attention to detail, classy and fashionable, and I hope I'll see you this year."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C2MtfPJrHv_/,@imaimaquen コジアケドルチェですね🤣,2024-01-17T12:59:44.000Z,imaimaquen コジアケドルチェですね,imaimaquen コジアケドルチェですね rolling floor laughing,imaimaquen Koziake dolce.
2.0,imaimaquen,https://www.instagram.com/p/C2MtfPJrHv_/,@fiat_dolcevita すでに半分は開いてますからね、あと一息です😂,2024-01-17T13:01:09.000Z,fiat dolcevita すでに半分は開いてますからね あと一息です,fiat dolcevita すでに半分は開いてますからね あと一息です face tear joy,"fiat dolcevita, we're already halfway open. We're almost there."
0.0,fiat_500c_dolcevita,https://www.instagram.com/p/C2MtfPJrHv_/,"@topolina_rossa こんなにシマシマ🦓に囲まれてるなん思いもしなかった🇮🇹ポスターでした🤗
うんうん🕺シマシマの子に出会えますように✨✨",2024-01-17T13:02:18.000Z,topolina rossa こんなにシマシマ に囲まれてるなん思いもしなかった ポスターでした うんうん シマシマの子に出会えますように,topolina rossa こんなにシマシマ zebra に囲まれてるなん思いもしなかった italy ポスターでした smiling face open hand うんうん man dancing シマシマの子に出会えますように sparkle sparkle,topolina rossa I never thought I'd be surrounded by so many stripes.
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C2MtfPJrHv_/,@misalunlun 🇮🇹FIATならではの素敵なデザインですよね〜💙🤍,2024-01-17T13:04:20.000Z,misalunlun fiatならではの素敵なデザインですよね,misalunlun italy fiatならではの素敵なデザインですよね blue heart white heart,It's a beautiful design unique to misalunlun fiat.
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C2MtfPJrHv_/,@imaimaquen 確かにーー🤣🤣🤣,2024-01-17T13:05:50.000Z,imaimaquen 確かにーー,imaimaquen 確かにーー rolling floor laughing rolling floor laughing rolling floor laughing,imaimaquen Indeed...
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C2MtfPJrHv_/,@ikuchon2 素敵ですよね💙🤍そしてこの🇮🇹空港の通路のポスターをさらっと撮ってもきっちり収めてる嶋田さんがすごいです✨✨,2024-01-17T13:09:37.000Z,ikuchon 素敵ですよね そしてこの 空港の通路のポスターをさらっと撮ってもきっちり収めてる嶋田さんがすごいです,ikuchon 素敵ですよね blue heart white heart そしてこの italy 空港の通路のポスターをさらっと撮ってもきっちり収めてる嶋田さんがすごいです sparkle sparkle,"ikuchon It's lovely, isn't it? And Shimada-san is amazing at capturing this airport corridor poster in a quick shot."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C2MtfPJrHv_/,"@5o_olllllllo_ve ホントにホントに素敵な車ですね😍
レッドラインに屋根が青白ボーダーだなんて衝撃的に可愛いです💙🤍
わたしも今年こそサナエさんに会いたいーー💕",2024-01-17T13:13:36.000Z,olllllllo ホントにホントに素敵な車ですね レッドラインに屋根が青白ボーダーだなんて衝撃的に可愛いです わたしも今年こそサナエさんに会いたいーー,olllllllo ホントにホントに素敵な車ですね smiling face heart eye レッドラインに屋根が青白ボーダーだなんて衝撃的に可愛いです blue heart white heart わたしも今年こそサナエさんに会いたいーー two heart,"olllllllllo It's a really, really nice car. The red line and the blue and white border on the roof are shockingly cute. I want to meet Sanae this year too!"
